dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,lat,lon,cross_street,weapon_used_cd,weapon_desc,crm_cd_2,crm_cd_3
100101341,2010-08-14T00:00:00.000,2010-08-14T00:00:00.000,2200,01,Central,0163,1,330,BURGLARY FROM VEHICLE,0321 1402 1606,49,M,W,101,STREET,IC,Invest Cont,330,300 W  8TH                          ST,34.0438,-118.2547,,,,998,
100101343,2010-08-15T00:00:00.000,2010-08-15T00:00:00.000,0025,01,Central,0176,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0417 1402,47,M,B,102,SIDEWALK,IC,Invest Cont,230,8TH,34.0394,-118.2496,WALL                         ST,204,FOLDING KNIFE,998,
100101344,2010-08-15T00:00:00.000,2010-08-15T00:00:00.000,0150,01,Central,0182,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0346,45,M,H,203,OTHER BUSINESS,IC,Invest Cont,440,600 W  9TH                          ST,34.0451,-118.2604,,,,998,
100101348,2010-08-15T00:00:00.000,2010-08-15T00:00:00.000,1930,01,Central,0111,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400,29,M,W,203,OTHER BUSINESS,IC,Invest Cont,626,900    CHUNG KING                   RD,34.0655,-118.2387,,,,,
100101349,2010-08-15T00:00:00.000,2010-08-15T00:00:00.000,1800,01,Central,0146,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,57,M,B,102,SIDEWALK,IC,Invest Cont,626,5TH                          ST,34.0454,-118.2466,LOS ANGELES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101350,2010-08-15T00:00:00.000,2010-08-15T00:00:00.000,1730,01,Central,0146,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,38,F,B,102,SIDEWALK,IC,Invest Cont,626,5TH,34.0454,-118.2466,LOS ANGELES                  ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101353,2010-08-16T00:00:00.000,2010-08-16T00:00:00.000,0410,01,Central,0162,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,31,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745,800 S  FLOWER                       ST,34.0473,-118.2601,,,,,
100101355,2010-08-18T00:00:00.000,2010-08-17T00:00:00.000,2300,01,Central,0156,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0906 2000,28,F,W,503,HOTEL,AA,Adult Arrest,626,500    SAN JULIAN                   ST,34.0446,-118.2450,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101356,2010-08-18T00:00:00.000,2010-08-18T00:00:00.000,1500,01,Central,0158,1,761,BRANDISH WEAPON,0334 0906 1402,22,M,H,101,STREET,AA,Adult Arrest,761,7TH,34.0364,-118.2406,CENTRAL                      AV,207,OTHER KNIFE,998,
100101364,2010-08-20T00:00:00.000,2010-08-19T00:00:00.000,2345,01,Central,0155,1,210,ROBBERY,0416 1218 2004,25,M,H,101,STREET,AO,Adult Other,210,200 E  6TH                          ST,34.0446,-118.2490,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101365,2010-08-20T00:00:00.000,2010-08-19T00:00:00.000,2300,01,Central,0192,2,624,BATTERY - SIMPLE ASSAULT,0416,33,M,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,624,1300 S  HOPE                         ST,34.0395,-118.2656,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101367,2010-08-20T00:00:00.000,2010-08-19T00:00:00.000,2225,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416,51,F,B,102,SIDEWALK,IC,Invest Cont,624,500    SAN JULIAN                   ST,34.0446,-118.2450,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101369,2010-08-20T00:00:00.000,2010-08-20T00:00:00.000,2000,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,23,M,H,404,DEPARTMENT STORE,IC,Invest Cont,442,700 W  7TH                          ST,34.0480,-118.2577,,,,,
100101370,2010-08-20T00:00:00.000,2010-08-20T00:00:00.000,2045,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416 1202,60,F,A,102,SIDEWALK,IC,Invest Cont,624,6TH                          ST,34.0423,-118.2452,SAN PEDRO,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101371,2010-08-21T00:00:00.000,2010-08-21T00:00:00.000,1600,01,Central,0166,1,210,ROBBERY,0344 0416 0906,52,M,H,101,STREET,IC,Invest Cont,210,SAN JULIAN                   ST,34.0428,-118.2461,6TH                          ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101375,2010-08-22T00:00:00.000,2010-08-22T00:00:00.000,0210,01,Central,0171,2,624,BATTERY - SIMPLE ASSAULT,0416 0429,35,M,H,108,PARKING LOT,IC,Invest Cont,624,COTTAGE HOME                 PL,34.0457,-118.2665,OLYMPIC                      BL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101378,2010-08-23T00:00:00.000,2010-08-23T00:00:00.000,0020,01,Central,0119,2,888,TRESPASSING,,40,M,W,215,"TRAIN DEPOT/TERMINAL, OTHER THAN MTA",IC,Invest Cont,888,800 N  ALAMEDA                      ST,34.0563,-118.2374,,,,,
100101379,2010-08-23T00:00:00.000,2010-08-23T00:00:00.000,0030,01,Central,0192,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,22,M,H,102,SIDEWALK,AO,Adult Other,745,HILL,34.0347,-118.2645,VENICE,,,,
100101382,2010-08-25T00:00:00.000,2010-08-24T00:00:00.000,1950,01,Central,0162,2,946,OTHER MISCELLANEOUS CRIME,,24,M,H,404,DEPARTMENT STORE,AA,Adult Arrest,946,700 W  7TH                          ST,34.0480,-118.2577,,,,,
100101384,2010-08-25T00:00:00.000,2010-08-24T00:00:00.000,2330,01,Central,0158,2,624,BATTERY - SIMPLE ASSAULT,2000,23,M,B,101,STREET,IC,Invest Cont,624,7TH,34.0419,-118.2485,MAPLE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101385,2010-08-24T00:00:00.000,2010-08-24T00:00:00.000,2000,01,Central,0138,1,210,ROBBERY,0334 0342 0344 0355 0370 0416 0420 0429,25,M,H,101,STREET,IC,Invest Cont,210,3RD                          ST,34.0480,-118.2438,WALL                         ST,304,CLUB/BAT,,
100101407,2010-08-28T00:00:00.000,2010-08-27T00:00:00.000,2255,01,Central,0176,1,310,BURGLARY,0344 0601 1601 1607,46,M,O,203,OTHER BUSINESS,AA,Adult Arrest,310,400 E  8TH                          ST,34.0408,-118.2511,,,,,
100101417,2010-09-04T00:00:00.000,2010-09-04T00:00:00.000,1540,01,Central,0156,1,210,ROBBERY,0329 0344 0416,49,M,H,102,SIDEWALK,IC,Invest Cont,210,500 S  SAN PEDRO                    ST,34.0442,-118.2439,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101419,2010-09-04T00:00:00.000,2010-09-04T00:00:00.000,1735,01,Central,0159,1,210,ROBBERY,0344 0400,0,M,H,202,LIQUOR STORE,AA,Adult Arrest,210,1800    INDUSTRIAL                   ST,34.0359,-118.2344,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101421,2010-09-04T00:00:00.000,2010-09-04T00:00:00.000,1420,13,Newton,1303,2,623,BATTERY POLICE (SIMPLE),0400 1212,36,M,H,101,STREET,IC,Invest Cont,623,WALL,34.0376,-118.2531,OLYMPIC                      BL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101422,2010-09-04T00:00:00.000,2010-09-04T00:00:00.000,1420,13,Newton,1303,2,623,BATTERY POLICE (SIMPLE),0400 1212,34,M,H,101,STREET,IC,Invest Cont,623,OLYMPIC,34.0369,-118.2522,WALL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101423,2010-09-04T00:00:00.000,2010-09-04T00:00:00.000,1920,01,Central,0156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 1402,47,F,W,102,SIDEWALK,AA,Adult Arrest,230,6TH,34.0423,-118.2452,SAN JULIAN                   ST,218,OTHER CUTTING INSTRUMENT,998,
100101424,2010-09-05T00:00:00.000,2010-09-05T00:00:00.000,0130,01,Central,0195,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1402,33,M,H,102,SIDEWALK,IC,Invest Cont,230,BROADWAY,34.0342,-118.2636,VENICE,218,OTHER CUTTING INSTRUMENT,998,
100101425,2010-09-06T00:00:00.000,2010-09-05T00:00:00.000,1900,01,Central,0156,1,210,ROBBERY,0344 0416 0417 0429,54,F,B,102,SIDEWALK,AA,Adult Arrest,210,6TH,34.0423,-118.2452,SAN PEDRO,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101427,2010-09-07T00:00:00.000,2010-09-06T00:00:00.000,2145,01,Central,0162,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0334 0421,38,M,H,101,STREET,AA,Adult Arrest,930,700 S  HILL                         ST,34.0459,-118.2545,,207,OTHER KNIFE,,
100101428,2010-09-07T00:00:00.000,2010-09-06T00:00:00.000,2130,01,Central,0163,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0334 0421,41,M,H,102,SIDEWALK,AA,Adult Arrest,930,700 S  SPRING                       ST,34.0445,-118.2523,,207,OTHER KNIFE,,
100101429,2010-09-08T00:00:00.000,2010-09-08T00:00:00.000,0930,01,Central,0135,2,647,THROWING OBJECT AT MOVING VEHICLE,0400,28,M,W,101,STREET,AO,Adult Other,647,3RD,34.0485,-118.2447,LOS ANGELES                  ST,500,UNKNOWN WEAPON/OTHER WEAPON,,
100101435,2010-09-09T00:00:00.000,2010-09-08T00:00:00.000,1155,01,Central,0138,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,40,M,W,102,SIDEWALK,AA,Adult Arrest,341,200    BOYD                         ST,34.0478,-118.2454,,,,,
100101438,2010-09-12T00:00:00.000,2010-09-12T00:00:00.000,1315,01,Central,0144,2,624,BATTERY - SIMPLE ASSAULT,0416 0429 2000,26,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,624,400 S  MAIN                         ST,34.0482,-118.2472,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101439,2010-09-12T00:00:00.000,2010-09-12T00:00:00.000,2100,01,Central,0112,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1402,19,M,O,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),AO,Adult Other,745,GRAND,34.0588,-118.2458,TEMPLE                       ST,,,998,
100101441,2010-09-13T00:00:00.000,2010-09-13T00:00:00.000,0250,01,Central,0192,1,310,BURGLARY,0344 1402 1609,51,M,H,203,OTHER BUSINESS,IC,Invest Cont,310,1600 S  FIGUEROA                     ST,34.0375,-118.2700,,,,998,
100101442,2010-09-13T00:00:00.000,2010-09-12T00:00:00.000,2300,01,Central,0162,1,310,BURGLARY,0344 1402 1607,33,M,A,210,RESTAURANT/FAST FOOD,IC,Invest Cont,310,500 W  7TH                          ST,34.0467,-118.2556,,,,998,
100101451,2010-09-18T00:00:00.000,2010-09-18T00:00:00.000,0555,01,Central,0166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1402,52,F,B,148,PUBLIC RESTROOM/OUTSIDE*,IC,Invest Cont,230,600 S  SAN PEDRO                    ST,34.0423,-118.2452,,303,BRASS KNUCKLES,998,
100101453,2010-09-19T00:00:00.000,2010-09-18T00:00:00.000,1325,01,Central,0143,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416,7,M,B,109,PARK/PLAYGROUND,IC,Invest Cont,627,5TH,34.0488,-118.2518,HILL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101454,2010-09-18T00:00:00.000,2010-09-18T00:00:00.000,0540,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),,21,M,H,404,DEPARTMENT STORE,IC,Invest Cont,442,700 W  7TH                          ST,34.0480,-118.2577,,,,,
100101455,2010-09-19T00:00:00.000,2010-09-17T00:00:00.000,2300,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0408 0416 0429 2000,50,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,624,200 W  6TH                          ST,34.0460,-118.2509,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101467,2010-09-23T00:00:00.000,2010-09-23T00:00:00.000,2135,01,Central,0158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1402 2000,26,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,230,800 E  6TH                          ST,34.0408,-118.2428,,205,KITCHEN KNIFE,998,
100101469,2010-09-25T00:00:00.000,2010-09-24T00:00:00.000,2045,01,Central,0138,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300,0,M,O,101,STREET,IC,Invest Cont,740,BOYD,34.0467,-118.2427,SAN PEDRO,500,UNKNOWN WEAPON/OTHER WEAPON,,
100101471,2010-09-25T00:00:00.000,2010-09-24T00:00:00.000,1800,01,Central,0162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 9999,37,M,H,404,DEPARTMENT STORE,IC,Invest Cont,440,700 W  7TH                          ST,34.0480,-118.2577,,,,999,
100101476,2010-09-25T00:00:00.000,2010-09-25T00:00:00.000,1535,01,Central,0162,2,624,BATTERY - SIMPLE ASSAULT,0416 0429,58,M,H,108,PARKING LOT,IC,Invest Cont,624,800 S  GRAND                        AV,34.0459,-118.2579,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101477,2010-09-25T00:00:00.000,2010-09-25T00:00:00.000,1430,01,Central,0158,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 1300 1310 2000,32,M,B,122,"VEHICLE, PASSENGER/TRUCK",AO,Adult Other,236,900 E  7TH                          ST,34.0390,-118.2444,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",624,
100101480,2010-09-29T00:00:00.000,2010-09-28T00:00:00.000,2220,01,Central,0174,1,330,BURGLARY FROM VEHICLE,0344 1606,21,F,B,101,STREET,AA,Adult Arrest,330,8TH,34.0431,-118.2536,SPRING,,,,
100101482,2010-10-02T00:00:00.000,2010-10-02T00:00:00.000,1455,01,Central,0153,2,813,CHILD ANNOYING (17YRS & UNDER),0305 0400 0416,13,F,H,102,SIDEWALK,AA,Adult Arrest,813,7TH,34.0452,-118.2534,BROADWAY,,,,
100101487,2010-10-05T00:00:00.000,2010-10-04T00:00:00.000,1950,01,Central,0135,1,210,ROBBERY,0344 0431,24,M,H,210,RESTAURANT/FAST FOOD,AA,Adult Arrest,210,4TH,34.0488,-118.2483,SPRING,512,MACE/PEPPER SPRAY,,
100101490,2010-10-09T00:00:00.000,2010-10-09T00:00:00.000,1455,01,Central,0147,2,624,BATTERY - SIMPLE ASSAULT,0416,28,M,B,101,STREET,IC,Invest Cont,624,5TH,34.0446,-118.2450,WALL                         ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",998,
100101492,2010-10-10T00:00:00.000,2010-10-10T00:00:00.000,0040,01,Central,0176,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 1218 2000 2004,38,F,B,102,SIDEWALK,IC,Invest Cont,626,800    MAPLE                        AV,34.0408,-118.2511,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101496,2010-10-10T00:00:00.000,2010-10-10T00:00:00.000,1130,01,Central,0111,2,946,OTHER MISCELLANEOUS CRIME,0400,9,M,O,101,STREET,IC,Invest Cont,946,ALPINE,34.0623,-118.2383,BROADWAY,,,,
100101498,2010-10-11T00:00:00.000,2010-10-11T00:00:00.000,2030,01,Central,0135,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 0329,26,M,H,738,LIBRARY,AA,Adult Arrest,740,200 S  LOS ANGELES                  ST,34.0503,-118.2433,,,,,
100101499,2010-10-13T00:00:00.000,2010-10-12T00:00:00.000,2330,01,Central,0158,1,210,ROBBERY,0344,45,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,210,1300 E  7TH                          ST,34.0368,-118.2412,,102,HAND GUN,,
100101500,2010-10-13T00:00:00.000,2010-10-13T00:00:00.000,1615,01,Central,0154,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1243 2000,35,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,626,500 S  SPRING                       ST,34.0474,-118.2496,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101513,2010-10-15T00:00:00.000,2010-10-14T00:00:00.000,1515,01,Central,0158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218,41,M,H,102,SIDEWALK,IC,Invest Cont,230,6TH                          ST,34.0403,-118.2421,STANFORD,301,BELT FLAILING INSTRUMENT/CHAIN,,
100101520,2010-10-18T00:00:00.000,2010-10-18T00:00:00.000,0115,01,Central,0133,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1234,43,M,W,207,BAR/COCKTAIL/NIGHTCLUB,IC,Invest Cont,230,300 W  2ND                          ST,34.0524,-118.2467,,212,BOTTLE,,
100101521,2010-10-18T00:00:00.000,2010-10-18T00:00:00.000,0600,01,Central,0159,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,0400 0416 0429 0553 1257,0,M,H,102,SIDEWALK,AO,Adult Other,235,7TH,34.0347,-118.2345,MILL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101523,2010-10-21T00:00:00.000,2010-10-19T00:00:00.000,1000,01,Central,0129,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0517,22,M,W,108,PARKING LOT,AO,Adult Other,821,100 N  VIGNES                       ST,34.0484,-118.2339,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101524,2010-10-20T00:00:00.000,2010-10-20T00:00:00.000,0200,01,Central,0142,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,30,M,H,101,STREET,AA,Adult Arrest,740,HILL                         ST,34.0488,-118.2518,5TH                          ST,,,,
100101527,2010-10-20T00:00:00.000,2010-10-19T00:00:00.000,2100,01,Central,0152,1,310,BURGLARY,0321 0329 0601 1607,28,M,H,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,310,600 S  FIGUEROA                     ST,34.0509,-118.2585,,,,,
100101528,2010-10-20T00:00:00.000,2010-10-20T00:00:00.000,1045,01,Central,0185,2,946,OTHER MISCELLANEOUS CRIME,1501,9,M,O,710,OTHER PREMISE,IC,Invest Cont,946,1000    MAPLE                        AV,34.0383,-118.2540,,,,,
100101529,2010-10-20T00:00:00.000,2010-10-20T00:00:00.000,1045,01,Central,0185,2,946,OTHER MISCELLANEOUS CRIME,1501,9,M,O,210,RESTAURANT/FAST FOOD,IC,Invest Cont,946,300 E  OLYMPIC                      BL,34.0389,-118.2550,,,,,
100101531,2010-10-21T00:00:00.000,2010-10-21T00:00:00.000,0325,01,Central,0158,2,946,OTHER MISCELLANEOUS CRIME,,46,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,946,7TH                          ST,34.0390,-118.2444,TOWNE,,,,
100101534,2010-10-21T00:00:00.000,2010-05-27T00:00:00.000,0830,01,Central,0155,2,946,OTHER MISCELLANEOUS CRIME,0914,0,M,X,726,POLICE FACILITY,AO,Adult Other,946,200 E  6TH                          ST,34.0446,-118.2490,,,,,
100101536,2010-10-23T00:00:00.000,2010-10-23T00:00:00.000,0115,01,Central,0118,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,39,F,H,108,PARKING LOT,IC,Invest Cont,745,900 N  BROADWAY,34.0640,-118.2375,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101544,2010-10-24T00:00:00.000,2010-10-24T00:00:00.000,0230,01,Central,0119,1,310,BURGLARY,0344 1609,29,F,H,210,RESTAURANT/FAST FOOD,IC,Invest Cont,310,700 E  CESAR E CHAVEZ               AV,34.0559,-118.2296,,,,,
100101551,2010-10-25T00:00:00.000,2010-10-25T00:00:00.000,2145,01,Central,0157,2,946,OTHER MISCELLANEOUS CRIME,,45,F,B,102,SIDEWALK,IC,Invest Cont,946,7TH                          ST,34.0407,-118.2468,SAN JULIAN,,,,
100101552,2010-10-26T00:00:00.000,2010-10-26T00:00:00.000,0100,01,Central,0165,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0906 0907,40,M,H,102,SIDEWALK,IC,Invest Cont,230,6TH,34.0435,-118.2471,WALL,500,UNKNOWN WEAPON/OTHER WEAPON,,
100101562,2010-10-29T00:00:00.000,2010-10-29T00:00:00.000,1935,01,Central,0153,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0411 2000,54,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,236,200 W  6TH                          ST,34.0460,-118.2509,,212,BOTTLE,,
100101563,2010-10-30T00:00:00.000,2010-10-30T00:00:00.000,0200,01,Central,0144,2,624,BATTERY - SIMPLE ASSAULT,0416,38,M,H,102,SIDEWALK,IC,Invest Cont,624,100 W  4TH                          ST,34.0482,-118.2472,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101564,2010-10-29T00:00:00.000,2010-10-29T00:00:00.000,2130,01,Central,0171,2,649,DOCUMENT FORGERY / STOLEN FELONY,,39,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,649,800 W  OLYMPIC                      BL,34.0450,-118.2640,,,,,
100101567,2010-10-31T00:00:00.000,2010-10-30T00:00:00.000,2300,01,Central,0122,1,330,BURGLARY FROM VEHICLE,0358 1307 1609,34,F,H,101,STREET,IC,Invest Cont,330,FIGUEROA                     ST,34.0598,-118.2485,TEMPLE                       ST,,,,
100101571,2010-11-03T00:00:00.000,2010-11-02T00:00:00.000,2045,01,Central,0162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0433 0907 1402,32,M,H,203,OTHER BUSINESS,IC,Invest Cont,341,700 S  HOPE                         ST,34.0480,-118.2577,,,,998,
100101572,2010-11-03T00:00:00.000,2010-11-02T00:00:00.000,1200,01,Central,0134,1,820,ORAL COPULATION,0507,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,820,300 W  3RD                          ST,34.0510,-118.2480,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101586,2010-11-06T00:00:00.000,2010-11-06T00:00:00.000,0020,01,Central,0132,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,26,F,W,503,HOTEL,IC,Invest Cont,626,200 S  OLIVE                        ST,34.0538,-118.2488,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101587,2010-11-07T00:00:00.000,2010-11-05T00:00:00.000,2045,01,Central,0158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0416 0444,50,F,B,503,HOTEL,IC,Invest Cont,230,7TH,34.0364,-118.2406,CENTRAL,207,OTHER KNIFE,,
100101591,2010-11-10T00:00:00.000,2010-11-09T00:00:00.000,1055,01,Central,0132,2,624,BATTERY - SIMPLE ASSAULT,0416 1402,20,M,H,102,SIDEWALK,IC,Invest Cont,624,200 S  GRAND                        AV,34.0545,-118.2499,,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,998,
100101592,2010-11-09T00:00:00.000,2010-11-09T00:00:00.000,0001,01,Central,0181,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0417,39,M,W,739,SPORTS ARENA,AA,Adult Arrest,626,1100 S  FIGUEROA                     ST,34.0437,-118.2652,,,,,
100101593,2010-11-09T00:00:00.000,2010-11-09T00:00:00.000,2300,01,Central,0162,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0311 0329 1402,9,M,W,201,JEWELRY STORE,IC,Invest Cont,745,7TH,34.0467,-118.2556,OLIVE                        ST,,,998,
100101594,2010-11-11T00:00:00.000,2010-11-09T00:00:00.000,1935,01,Central,0156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411,45,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,230,500    SAN JULIAN                   ST,34.0446,-118.2450,,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,,
100101598,2010-11-11T00:00:00.000,2010-11-10T00:00:00.000,2035,01,Central,0155,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0416 0429,45,M,B,102,SIDEWALK,IC,Invest Cont,230,6TH,34.0439,-118.2479,LOS ANGELES,500,UNKNOWN WEAPON/OTHER WEAPON,,
100101599,2010-11-11T00:00:00.000,2010-11-10T00:00:00.000,1600,01,Central,0156,2,623,BATTERY POLICE (SIMPLE),0907 1212 1402,31,M,B,101,STREET,AO,Adult Other,623,6TH                          ST,34.0423,-118.2452,SAN JULIAN                   ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",998,
100101600,2010-11-11T00:00:00.000,2010-11-11T00:00:00.000,0900,01,Central,0176,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0601 2004,0,M,W,203,OTHER BUSINESS,AA,Adult Arrest,442,700    WALL                         ST,34.0419,-118.2485,,,,,
100101605,2010-11-15T00:00:00.000,2010-11-14T00:00:00.000,1245,01,Central,0157,1,110,CRIMINAL HOMICIDE,0416 1218,48,M,O,102,SIDEWALK,AA,Adult Arrest,110,500    CROCKER                      ST,34.0435,-118.2427,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101607,2010-11-17T00:00:00.000,2010-11-17T00:00:00.000,0335,01,Central,0155,2,624,BATTERY - SIMPLE ASSAULT,0416,56,F,B,102,SIDEWALK,IC,Invest Cont,624,200 E  6TH                          ST,34.0446,-118.2490,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100101608,2010-11-16T00:00:00.000,2010-11-15T00:00:00.000,1900,01,Central,0153,2,943,CRUELTY TO ANIMALS,,23,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,943,300 W  5TH                          ST,34.0481,-118.2507,,,,,
